time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
1115217564,112.77,14.31,136.81,130.1,4.95,4.61,s7_stimuli_t4.jpg,1858
1115221568,113.9,20.43,135.77,134.36,4.93,4.61,s7_stimuli_t4.jpg,1858
1115225571,116.46,20.84,135.32,136.03,4.93,4.6,s7_stimuli_t4.jpg,1858
1115229575,119.18,29.15,136.32,137.97,4.93,4.59,s7_stimuli_t4.jpg,1858
1115233579,119.24,24.08,136.65,138.73,4.93,4.58,s7_stimuli_t4.jpg,1858
1115237582,114.0,25.12,136.06,138.24,4.93,4.58,s7_stimuli_t4.jpg,1858
1115241586,110.69,22.3,133.95,137.97,4.93,4.58,s7_stimuli_t4.jpg,1858
1115245590,115.2,23.89,132.77,139.23,4.93,4.57,s7_stimuli_t4.jpg,1858
1115249593,116.05,24.36,133.7,141.76,4.92,4.57,s7_stimuli_t4.jpg,1858
1115253597,116.9,22.23,130.01,142.62,4.91,4.56,s7_stimuli_t4.jpg,1858
1115257600,114.02,23.54,129.78,143.26,4.91,4.56,s7_stimuli_t4.jpg,1858
1115261604,111.36,21.14,130.29,142.7,4.91,4.55,s7_stimuli_t4.jpg,1858
1115265608,110.02,18.34,129.73,140.93,4.9,4.55,s7_stimuli_t4.jpg,1858
1115269611,111.51,17.31,126.9,139.01,4.9,4.55,s7_stimuli_t4.jpg,1858
1115273611,111.42,17.33,126.87,137.05,4.9,4.55,s7_stimuli_t4.jpg,1858
1115277611,104.1,16.02,126.44,136.25,4.89,4.55,s7_stimuli_t4.jpg,1858
1115281611,108.29,13.38,125.52,136.78,4.89,4.55,s7_stimuli_t4.jpg,1858
1115285611,110.1,9.68,125.21,135.35,4.88,4.55,s7_stimuli_t4.jpg,1858
1115289611,107.98,6.96,127.47,134.92,4.88,4.55,s7_stimuli_t4.jpg,1858
1115293611,108.03,6.81,125.02,134.97,4.88,4.54,s7_stimuli_t4.jpg,1858
1115297611,105.23,5.93,125.74,135.28,4.88,4.53,s7_stimuli_t4.jpg,1858
1115301611,105.24,3.2,124.23,136.03,4.88,4.53,s7_stimuli_t4.jpg,1858
1115305611,106.51,1.95,123.47,135.12,4.87,4.53,s7_stimuli_t4.jpg,1858
1115309611,109.57,0.89,123.82,134.98,4.88,4.53,s7_stimuli_t4.jpg,1858
1115313612,104.16,1.66,127.29,136.23,4.88,4.52,s7_stimuli_t4.jpg,1858
1115317612,103.22,-1.08,129.72,136.6,4.87,4.52,s7_stimuli_t4.jpg,1858
1115321613,104.55,-1.12,123.22,137.64,4.87,4.52,s7_stimuli_t4.jpg,1858
1115325614,104.2,-0.34,125.91,136.62,4.87,4.51,s7_stimuli_t4.jpg,1858
1115329615,103.41,0.3,131.76,136.06,4.87,4.51,s7_stimuli_t4.jpg,1858
1115333615,105.29,1.7,129.7,134.12,4.87,4.51,s7_stimuli_t4.jpg,1858
1115337616,106.13,2.04,131.43,135.83,4.86,4.5,s7_stimuli_t4.jpg,1858
1115341617,107.15,6.0,135.2,134.01,4.87,4.5,s7_stimuli_t4.jpg,1858
1115345618,108.85,7.66,135.5,132.86,4.87,4.51,s7_stimuli_t4.jpg,1858
1115349618,111.07,8.37,137.24,132.03,4.86,4.51,s7_stimuli_t4.jpg,1858
1115353619,113.02,13.96,135.14,132.18,4.86,4.5,s7_stimuli_t4.jpg,1858
1115357620,111.47,15.11,132.81,130.75,4.86,4.49,s7_stimuli_t4.jpg,1858
1115361621,113.16,14.45,127.33,129.51,4.86,4.49,s7_stimuli_t4.jpg,1858
1115365621,114.41,18.96,130.01,128.6,4.85,4.49,s7_stimuli_t4.jpg,1858
1115369622,115.05,19.28,129.99,126.0,4.85,4.49,s7_stimuli_t4.jpg,1858
1115373623,116.37,20.99,130.41,132.29,4.84,4.49,s7_stimuli_t4.jpg,1858
1115377624,118.62,24.74,128.84,136.27,4.84,4.48,s7_stimuli_t4.jpg,1858
1115381624,121.99,31.92,140.63,141.6,4.84,4.48,s7_stimuli_t4.jpg,1858
1115385625,162.26,49.56,225.12,161.31,4.83,4.47,s7_stimuli_t4.jpg,1858
1115389626,230.86,140.07,313.61,222.6,4.82,4.47,s7_stimuli_t4.jpg,1858
1115393627,290.11,190.41,370.51,268.01,4.82,4.47,s7_stimuli_t4.jpg,1858
1115397627,336.8,214.68,424.82,307.38,4.82,4.47,s7_stimuli_t4.jpg,1858
1115401628,396.36,239.4,457.19,310.25,4.81,4.47,s7_stimuli_t4.jpg,1858
1115405629,415.3,293.6,471.43,314.48,4.81,4.47,s7_stimuli_t4.jpg,1858
1115409630,431.83,305.95,448.63,316.47,4.8,4.47,s7_stimuli_t4.jpg,1858
1115413630,423.56,291.07,427.82,309.8,4.8,4.47,s7_stimuli_t4.jpg,1858
1115417631,420.23,279.27,422.78,306.71,4.8,4.47,s7_stimuli_t4.jpg,1858
1115421632,427.84,276.59,415.04,313.11,4.8,4.47,s7_stimuli_t4.jpg,1858
1115425633,422.19,284.7,430.87,313.94,4.78,4.47,s7_stimuli_t4.jpg,1858
1115429633,429.02,284.47,439.8,317.98,4.78,4.46,s7_stimuli_t4.jpg,1858
1115433634,428.67,294.62,436.42,320.53,4.78,4.46,s7_stimuli_t4.jpg,1858
1115437635,430.39,292.63,439.38,325.35,4.76,4.46,s7_stimuli_t4.jpg,1858
1115441636,432.84,295.81,441.06,334.62,4.75,4.45,s7_stimuli_t4.jpg,1858
1115445636,436.88,296.11,432.48,330.34,4.75,4.45,s7_stimuli_t4.jpg,1858
1115449637,436.36,294.75,428.71,336.52,4.74,4.45,s7_stimuli_t4.jpg,1858
1115453638,436.86,294.68,433.05,334.05,4.74,4.45,s7_stimuli_t4.jpg,1858
