time,gaze_x_left,gaze_y_left,gaze_x_right,gaze_y_right,pupil_left,pupil_right,stimfile,subject_id
1081659841,134.07,137.64,126.23,150.61,4.08,3.93,s7_stimuli_t4.jpg,1903
1081663838,137.19,136.15,130.29,152.2,4.07,3.93,s7_stimuli_t4.jpg,1903
1081667835,136.09,136.1,130.28,150.83,4.08,3.92,s7_stimuli_t4.jpg,1903
1081671832,139.42,134.72,128.19,152.86,4.08,3.92,s7_stimuli_t4.jpg,1903
1081675830,139.99,135.16,127.71,153.03,4.08,3.92,s7_stimuli_t4.jpg,1903
1081679832,140.98,135.66,127.78,153.33,4.07,3.91,s7_stimuli_t4.jpg,1903
1081683835,143.99,135.86,125.16,152.93,4.07,3.92,s7_stimuli_t4.jpg,1903
1081687838,142.09,136.59,121.71,151.19,4.07,3.92,s7_stimuli_t4.jpg,1903
1081691840,142.61,136.42,122.24,150.15,4.07,3.92,s7_stimuli_t4.jpg,1903
1081695843,142.72,136.48,117.72,151.66,4.07,3.93,s7_stimuli_t4.jpg,1903
1081699846,143.82,136.1,116.7,149.1,4.07,3.93,s7_stimuli_t4.jpg,1903
1081703848,139.46,134.79,114.63,147.69,4.08,3.93,s7_stimuli_t4.jpg,1903
1081707851,135.2,133.39,109.94,146.61,4.08,3.92,s7_stimuli_t4.jpg,1903
1081711855,132.43,129.97,107.68,144.59,4.08,3.93,s7_stimuli_t4.jpg,1903
1081715860,126.87,129.33,103.79,143.9,4.08,3.93,s7_stimuli_t4.jpg,1903
1081719864,119.02,126.61,99.77,141.54,4.09,3.93,s7_stimuli_t4.jpg,1903
1081723869,122.34,124.18,98.7,141.41,4.09,3.94,s7_stimuli_t4.jpg,1903
1081727873,123.5,122.98,94.78,140.21,4.08,3.93,s7_stimuli_t4.jpg,1903
1081731878,116.64,121.92,89.37,140.2,4.08,3.93,s7_stimuli_t4.jpg,1903
1081735882,120.44,119.93,91.52,137.73,4.09,3.92,s7_stimuli_t4.jpg,1903
1081739887,116.57,118.05,85.21,135.43,4.09,3.94,s7_stimuli_t4.jpg,1903
1081743891,116.17,117.72,86.44,133.33,4.08,3.94,s7_stimuli_t4.jpg,1903
1081747896,116.82,116.87,83.15,130.56,4.07,3.94,s7_stimuli_t4.jpg,1903
1081751900,120.12,119.25,82.28,128.2,4.07,3.94,s7_stimuli_t4.jpg,1903
1081755905,121.55,119.3,81.17,126.24,4.07,3.94,s7_stimuli_t4.jpg,1903
1081759909,127.19,125.07,86.84,123.82,4.05,3.95,s7_stimuli_t4.jpg,1903
1081763914,131.9,126.9,92.2,124.43,4.04,3.95,s7_stimuli_t4.jpg,1903
1081767918,133.67,128.25,86.98,123.06,4.03,3.95,s7_stimuli_t4.jpg,1903
1081771923,142.05,131.76,89.62,123.0,4.03,3.96,s7_stimuli_t4.jpg,1903
1081775927,139.42,134.61,92.06,123.15,4.02,3.95,s7_stimuli_t4.jpg,1903
1081779932,143.84,139.68,94.77,123.67,4.01,3.96,s7_stimuli_t4.jpg,1903
1081783936,150.79,148.19,90.0,125.81,4.01,3.95,s7_stimuli_t4.jpg,1903
1081787941,156.69,150.94,93.17,128.01,4.0,3.95,s7_stimuli_t4.jpg,1903
1081791945,158.92,153.66,98.83,131.39,3.98,3.95,s7_stimuli_t4.jpg,1903
1081795950,159.05,157.92,101.0,135.04,3.97,3.95,s7_stimuli_t4.jpg,1903
